"subjID","ingroup","outgroup","in_out_logit","in_out_full_logit","in_out_prob","younger","older","ismale","tsnr","fd_mean","RT","in_out_demean","in_out_young","in_out_old","ones"
"sub-104",-0.38737246352173,-0.330049395094982,-0.0573230684267486,-0.0601660664629446,-0.0138786183039199,1,0,0.574,0.335345346,-1.109117337,0.256,-0.0473404412847989,-0.0473404412847989,0,1
"sub-105",-0.467683702793823,0.243528102542992,-0.711211805336815,-0.714054803373011,-0.175418284232988,1,0,-0.426,1.43926098,-1.214960371,1.03,-0.701229178194865,-0.701229178194865,0,1
"sub-106",0.800911228287752,0.0618827430479597,0.739028485239792,0.736185487203596,0.174703617340782,1,0,-0.426,0.84197575,-0.295734173,0.00677,0.749011112381742,0.749011112381742,0,1
"sub-107",-0.217974919444733,-0.4720297718244,0.254054852379666,0.25121185434347,0.0615850770705076,1,0,0.574,0.467173848,-1.179449315,0.164,0.264037479521616,0.264037479521616,0,1
"sub-108",-0.829156274565605,0.236248077638577,-1.06540435220418,-1.06824735024038,-0.254965339838434,1,0,-0.426,0.4199414,-0.888679465,-1.25,-1.05542172506223,-1.05542172506223,0,1
"sub-109",0.447669772579044,0.443652884275732,0.00401688830331237,0.00117389026711612,0.000955963971730034,1,0,-0.426,0.680348289,-0.333947122,1.43,0.0139995154452619,0.0139995154452619,0,1
"sub-110",0.0480765304609428,-0.338509763099324,0.386586293560266,0.38374329552407,0.0958452993312824,1,0,0.574,0.771201523,-1.292912535,-1.26,0.396568920702216,0.396568920702216,0,1
"sub-111",-0.522470273694863,-0.41066142915595,-0.111808844538913,-0.114651842575109,-0.0264787507148543,0,1,0.574,-0.691764793,0.146433278,-1.25,-0.101826217396963,0,-0.101826217396963,1
"sub-112",0.791759754436909,0.569939909710156,0.221819844726754,0.218976846690558,0.0494597495211268,1,0,-0.426,0.817466001,-0.931557862,0.991,0.231802471868703,0.231802471868703,0,1
"sub-113",0.236765002860587,0.6254288788344,-0.388663875973812,-0.391506874010008,-0.092535971427343,1,0,-0.426,-1.142227911,0.36502216,0.813,-0.378681248831863,-0.378681248831863,0,1
"sub-115",-1.49171713203336,-1.49880870663172,0.00709157459835885,0.00424857656216271,0.00106086696293478,1,0,-0.426,0.750329892,-0.517222174,0.94,0.0170742017403085,0.0170742017403085,0,1
"sub-116",0.686080384694495,0.521150343287245,0.164930041407249,0.162087043371054,0.0376777066598412,1,0,-0.426,-0.449037222,-0.458864599,0.183,0.174912668549199,0.174912668549199,0,1
"sub-117",0.653493908469723,0.512443439806349,0.141050468663374,0.138207470627178,0.0324182755897351,1,0,-0.426,1.075760056,-0.887283578,0.308,0.151033095805323,0.151033095805323,0,1
"sub-118",-1.45404756726609,-1.0900942743956,-0.363953292870489,-0.366796290906685,-0.0622211033652219,1,0,-0.426,-1.060535185,0.783193711,0.214,-0.353970665728539,-0.353970665728539,0,1
"sub-121",0.261368356381622,0.360952337386321,-0.099583981004699,-0.102426979040895,-0.0242983142108082,1,0,-0.426,1.822941324,-1.128909272,0.276,-0.0896013538627492,-0.0896013538627492,0,1
"sub-122",-0.0420282160720395,-0.391671023318475,0.349642807246435,0.346799809210239,0.0861793916596632,1,0,-0.426,1.759997806,-1.012660134,1.49,0.359625434388385,0.359625434388385,0,1
"sub-124",0.626725365030064,0.253572932776568,0.373152432253497,0.3703094342173,0.0886908532018826,1,0,0.574,0.750570699,-0.622688021,0.565,0.383135059395446,0.383135059395446,0,1
"sub-125",-0.712124414011966,-0.6598216683654,-0.0523027456465662,-0.0551457436827624,-0.0116500800158894,1,0,-0.426,1.781157475,-1.063575099,1.67,-0.0423201185046166,-0.0423201185046166,0,1
"sub-126",-0.380965934410495,-0.39925367471566,0.0182877403051656,0.0154447422689694,0.00440228081572963,1,0,0.574,-0.881321934,-0.422387959,0.357,0.0282703674471152,0.0282703674471152,0,1
"sub-127",0.675889516986991,0.216888447738785,0.459001069248206,0.45615807121201,0.108810109921682,0,1,-0.426,0.726955566,-0.586700833,0.802,0.468983696390156,0,0.468983696390156,1
"sub-128",0.277986038637138,-0.139010977838776,0.416997016475914,0.414154018439718,0.103749294220452,0,1,0.574,0.354984567,0.35040772,-1.27,0.426979643617864,0,0.426979643617864,1
"sub-129",0.69908492572731,-0.0105680046092164,0.709652930336526,0.70680993230033,0.170626833770321,0,1,0.574,-1.141721185,2.26385679,-1.26,0.719635557478476,0,0.719635557478476,1
"sub-130",-0.438401022765718,-0.377932137166879,-0.0604688855988389,-0.063311883635035,-0.0145036976885675,0,1,-0.426,-1.262876457,1.236388009,1.18,-0.0504862584568893,0,-0.0504862584568893,1
"sub-132",-0.427066099577308,-0.390364944973675,-0.0367011546036328,-0.0395441526398288,-0.00880231363626288,0,1,-0.426,-0.107125145,-0.012961885,1.63,-0.0267185274616831,0,-0.0267185274616831,1
"sub-133",-0.121244596576934,-0.0564599699671902,-0.0647846266097435,-0.0676276246459395,-0.016162827729734,0,1,0.574,1.055715262,0.050489502,0.906,-0.0548019994677938,0,-0.0548019994677938,1
"sub-134",0.55409134473318,0.109873222396035,0.444218122337145,0.441375124300949,0.107643586777994,0,1,-0.426,-0.770087816,0.121069128,-1.25,0.454200749479094,0,0.454200749479094,1
"sub-135",0.24230482506475,-1.30332052035551,1.54562534542026,1.54278234738406,0.34667484952668,0,1,0.574,-0.653236011,1.016904241,-1.25,1.55560797256221,0,1.55560797256221,1
"sub-136",0.185196092767855,-0.405934122522327,0.591130215290182,0.588287217253985,0.14627970490262,0,1,-0.426,0.220981734,-0.470718126,-1.24,0.601112842432131,0,0.601112842432131,1
"sub-137",0.053326719900839,0.736823969172748,-0.683497249271909,-0.686340247308105,-0.162972434137285,0,1,0.574,-0.54577279,0.786471014,-0.791,-0.673514622129959,0,-0.673514622129959,1
"sub-138",-1.08659786700101,-0.629510484902712,-0.457087382098293,-0.45993038013449,-0.0953620787327152,0,1,0.574,-1.700501417,2.956665728,-0.168,-0.447104754956344,0,-0.447104754956344,1
"sub-140",-0.529162342741197,-1.11164564210188,0.582483299360682,0.579640301324486,0.123148062155135,0,1,0.574,-0.738385115,0.945144959,-0.417,0.592465926502631,0,0.592465926502631,1
"sub-141",-0.385698605570584,-0.365929226244992,-0.0197693793255925,-0.0226123773617888,-0.00477182775401819,0,1,-0.426,0.509990371,-0.031470684,-0.91,-0.00978675218364303,0,-0.00978675218364303,1
"sub-142",0.170156108729366,-0.0947619377361146,0.264918046465481,0.262075048429285,0.0661094593870443,0,1,-0.426,-0.159519738,0.411082901,1.53,0.274900673607431,0,0.274900673607431,1
"sub-143",-0.0304905642176242,0.173131469484233,-0.203622033701857,-0.206465031738054,-0.0507971258094875,0,1,-0.426,1.600072485,-0.251220667,-1.26,-0.193639406559908,0,-0.193639406559908,1
"sub-144",-0.0304905642176242,0.173131469484233,-0.203622033701857,-0.206465031738054,-0.0507971258094875,0,1,0.574,-2.070394775,1.857227144,-1.26,-0.193639406559908,0,-0.193639406559908,1
"sub-147",-0.747518864702162,0.253729743587237,-1.0012486082894,-1.00409160632559,-0.241732136038932,0,1,-0.426,-1.000297491,0.677173554,0.0118,-0.991265981147449,0,-0.991265981147449,1
"sub-149",0.385994400945273,0.451224941371272,-0.0652305404259996,-0.0680735384621958,-0.0156123731043227,0,1,0.574,-0.939580152,1.676162702,-1.25,-0.05524791328405,0,-0.05524791328405,1
"sub-150",-0.678391470924188,0.209791903887319,-0.888183374811507,-0.891026372847703,-0.21563605024011,1,0,-0.426,-0.537555218,-0.21095519,0.64,-0.878200747669557,-0.878200747669557,0,1
"sub-151",0.445514043057349,0.553507781199952,-0.107993738142602,-0.110836736178798,-0.0253769098298465,0,1,-0.426,-1.120709642,1.001343862,-1.25,-0.0980111110006525,0,-0.0980111110006525,1
"sub-152",-0.403606745405271,-0.325169437757486,-0.0784373076477853,-0.0812803056839815,-0.0189703456365385,0,1,0.574,-1.252682339,1.56148429,-1.26,-0.0684546805058357,0,-0.0684546805058357,1
"sub-153",0.736549362577512,0.0443847410427684,0.692164621534744,0.689321623498548,0.165146472472114,1,0,0.574,0.007521336,-0.61313535,-1.24,0.702147248676694,0.702147248676694,0,1
"sub-154",-1.03711010571307,0.376107627394393,-1.41321773310747,-1.41606073114366,-0.331225982292707,0,1,-0.426,0.280333975,0.064014578,0.316,-1.40323510596552,0,-1.40323510596552,1
"sub-155",-0.00386516548862548,-0.256730938514202,0.252865773025576,0.25002277498938,0.0628662247894128,1,0,0.574,0.898209256,-1.233512086,0.383,0.262848400167526,0.262848400167526,0,1
"sub-156",-0.43843383799557,-0.379073459694371,-0.0593603783011992,-0.0622033763373953,-0.0142361692273614,1,0,-0.426,-1.213480721,0.657957535,1.02,-0.0493777511592495,-0.0493777511592495,0,1
"sub-157",0.0894018818487445,0.1209241549975,-0.0315222731487558,-0.0343652711849518,-0.00785865873501534,1,0,0.574,-0.808294548,-0.32672095,0.195,-0.0215396460068061,-0.0215396460068061,0,1
"sub-158",0.253058253122442,0.216630233394144,0.036428019728298,0.0335850216921019,0.00898234506974815,1,0,0.574,-0.339626837,-0.648509396,1.02,0.0464106468702476,0.0464106468702476,0,1
"sub-159",-0.955065314312334,-0.0557346155224868,-0.899330698789847,-0.902173696826044,-0.208202663714004,1,0,-0.426,1.218499501,-1.182638625,-0.494,-0.889348071647898,-0.889348071647898,0,1
